reference,project_name,country,date_online,decommission_date,status,technology,product,end_use,announced_size,capacity_normalized,capacity_zerocarbon,refs,latitude
Ref,Project name,Country,,Decomission date,Status,Technology,Product,EndUse_Refining,Announced Size,Capacity_MWel,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],References,Location
3204,"Ilios Hydrogen Sicily plant 2, phase 2",ITA,,,Concept,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2809][2810],Random location in Siciliy
3205,"Ilios Hydrogen Sicily plant 3, phase 2",ITA,,,Concept,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2809][2810],Random location in Siciliy
3206,"Ilios Hydrogen Tuscany plant, phase 2",ITA,,,Concept,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2809][2810],Random location in Tuscany
3207,"Ilios Hydrogen Marche plant, phase 2",ITA,,,Concept,Other Electrolysis,H2,,50MW,50,11111.111111111111,[2809][2810],Random location in Marche
3208,"H2Kwinana, expansion",AUS,,,Concept,Other Electrolysis,H2,,1.5GW,1400,311111.1111111111,[2810],"Kwinana refinery, Perth"
3209,"Megaton Moon, phase 2",MRT,,,Concept,Other Electrolysis,Ammonia,,35 GWel capacity,33200,7377777.777777778,[2253],Random point in Mauritania
3210,Helios project,ITA,2026.0,,Feasibility study,Other Electrolysis,H2,,5MW,5,1111.111111111111,[2811],Port of Frosinone
3211,"HMS Oil and Gas Radeland compressor station, phase 1",DEU,2026.0,,Feasibility study,ALK,H2,,16MW,16,3478.2608695652175,[2812],Brandenburg
3212,"HMS Oil and Gas Radeland compressor station, phase 2",DEU,2027.0,,Feasibility study,ALK,H2,,64MW,48,10434.782608695652,[2812],Brandenburg
3213,"Besaya H2, phase 2",ESP,2030.0,,Concept,Other Electrolysis,H2,,1GW,500,111111.11111111112,[1744][2813],Torrelavega
3214,Hydrogen from Biomass plant at Marolles Champagne,FRA,,,FID/Construction,Biomass,H2,,120 t H2/y production,,153.9171925504079,[2814],Marolles Champagne
3215,Axpo Bürglen,CHE,2026.0,,FID/Construction,Other Electrolysis,H2,,2 MW,2,444.44444444444446,[2815],Bürglen
3216,"Masshylia, phase 2",FRA,,,Feasibility study,ALK,H2,,50 MW,50,10869.565217391304,[1417],"TotalEnergies’s La Mède refinery (Châteauneuf-les-Martigues, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France)"
3218,H2 Global Energy Tunisia Green Hydrogen Project,TUN,2031.0,,Concept,Other Electrolysis,H2,,1.5-1.8GW,1650,366666.6666666667,[2819],Random location in Tunisia
3219,"Selene green hydrogen project, phase 1",BRA,2026.0,,Feasibility study,Other Electrolysis,H2,,5MW,5,1111.111111111111,[2821],"Araucaria, Parana"
3220,"Selene green hydrogen project, phase 2",BRA,2028.0,,Feasibility study,Other Electrolysis,H2,,40MW,40,8888.888888888889,[2821],"Araucaria, Parana"
3221,"Selene green hydrogen project, phase 3",BRA,2030.0,,Feasibility study,Other Electrolysis,H2,,,0,0,[2821],Random location in Rio de Janeiro state
3222,Avina Midwest SAF (Ethanol to Jet) plant,USA,2028.0,,Concept,Other Electrolysis,H2,,55MW,55,12222.222222222223,[2824],Central Illlinois
3223,Avina Nueces Clean Ammonia,USA,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,600 kt/y production,1094.0597815076064,243124.39589057924,[2825],"Nueces, TX"
3224,Avina Gulf Coast e-methanol plant,USA,2028.0,,Feasibility study,Other Electrolysis,MeOH,,500MW,500,111111.11111111112,[2826],Random location in the Gulf of Mexico
3225,Yara biomethane blending project in Cubatao,BRA,2024.0,,Operational,Biomass,Ammonia,,6-7 kt NH3/y,,1616.777232672352,[2827],Yara facilities in Cubatao
3226,Yamna Port de Açu,BRA,,,Feasibility study,Other Electrolysis,Ammonia,,1 GW - 1 Mt/y production,1000,222222.22222222225,[2828],Port of Açu
3227,Project INNA,CHL,2032.0,,Feasibility study,Other Electrolysis,Various,,1700MW - 264 kt/y (capacidad),1700,377777.7777777778,[2829][2830],Taltal
3228,H2Orizonte Verde,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Rio de Janeiro state
3229,DRHy,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Ceara
3230,Camacari H2V Hub,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Camaçari
3231,Petrobras - Sao Paulo Hydrogen Hub	,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Sao Paolo
3232,B2H2,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Parana
3233,H2AL-BRUK,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Sao Paolo
3234,Cubatao H2V Hub,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Sao Paolo
3235,MG H2 and Ammonia Hub,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Minas Gerais
3236,Ecohydrogen - H2V Project,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Random location in Bahia
3237,Suape Hub,BRA,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2831][2832],Port of Suape
3238,Electrochaea/Biocat Roslev project in Ryberg,DNK,2027.0,,Feasibility study,Other Electrolysis,CH4,,10MW,10,2222.222222222222,[2835],Ryberg
3239,"Anker electrolyzer project, phase 1",DEU,,,Feasibility study,Other Electrolysis,H2,,400 MW,400,88888.88888888889,[2836][2842],Sande
3240,"Anker electrolyzer project, phase 1",DEU,,,Feasibility study,Other Electrolysis,H2,,400 MW,400,88888.88888888889,[2836][2842],Sande
3241,DH2 Energy - Raviza,ESP,,,Feasibility study,Other Electrolysis,H2,,25 kt H2/y (production),51.967839621611304,11548.408804802513,[2837],"Raviza, Extremadura"
3242,DH2 Energy - Badajoz 3,ESP,,,Concept,Other Electrolysis,H2,,8.5 kt H2/y (production),17.669065471347842,3926.4589936328543,[2837],"Merida, Extremadura"
3243,DH2 Energy - Badajoz 4,ESP,,,Concept,Other Electrolysis,H2,,17 kt H2/y (production),35.338130942695685,7852.917987265709,[2837],"Merida, Extremadura"
3244,DH2 Energy - Badajoz 2,ESP,,,Concept,Other Electrolysis,H2,,25 kt H2/y (production),51.967839621611304,11548.408804802513,[2837],"Merida, Extremadura"
3245,ETFuels Texas,USA,2029.0,,Feasibility study,ALK,MeOH,,210MW,210,45652.17391304348,[2838],Random Location in Texas
3246,"Slagen terminal, phase 2",NOR,,,Concept,Other Electrolysis,Ammonia,,100kt NH3/y production,182.34329691793442,40520.732648429876,[2540],Slagen terminal
3247,"Kaupanes Hydrogen, phase 1",NOR,2024.0,,Operational,Other Electrolysis,H2,,1 MW,1,222.22222222222223,[2841],Egersund
3248,"Kaupanes Hydrogen, phase 2",NOR,2027.0,,Feasibility study,Other Electrolysis,H2,,20 MW,19,4222.222222222223,[2840],Egersund
3249,"GreenH Bodo, phase 2",NOR,,,Concept,Other Electrolysis,H2,,30MW,10,2222.222222222222,[2845],Langstranda- Bodo
3250,Hydrogen and Innovation Development Centre (HIDC),SAU,2024.0,,DEMO,ALK,H2,,20MW,20,4347.826086956522,[2847][2848][2849][3164],Oxagon
3251,"Freija e-methane project in Nokia (Tampere), phase 1",FIN,2029.0,,Feasibility study,Other Electrolysis,CH4,,58 kt CH4/y (capacity),181.15253993351575,40256.11998522573,[2850],Nokia (Tampere)
3252,"Freija e-methane project in Nokia (Tampere), phase 2",FIN,,,Feasibility study,Other Electrolysis,CH4,,58 kt CH4/y (capacity),181.15253993351575,40256.11998522573,[2850],Nokia (Tampere)
3253,"Freija e-methane project in Nokia (Tampere), phase 3",FIN,,,Feasibility study,Other Electrolysis,CH4,,58 kt CH4/y (capacity),181.15253993351575,40256.11998522573,[2850],Nokia (Tampere)
3254,LBS green hydrogen project in Borneo,MYS,,,Concept,Other Electrolysis,H2,,10 GW,10000,2222222.2222222225,[2851],Random location in Sabah 
3255,Dahamco Dakhla peninsula green hydrogen project,MAR,2031.0,,Concept,Other Electrolysis,Ammonia,,1.5GW,1500,333333.3333333334,[2853],Dakhla
3256,Ikal Solar - DH2 green hydrogen project in Nuevo Leon,MEX,,,Concept,Other Electrolysis,H2,,124 kt H2/y production,2385.7164845313223,530159.2187847383,[2854][3314],Mina (Nuevo Leon)
3257,Refinaria Riograndense SAF project,BRA,2028.0,,Feasibility study,Other Electrolysis,Synfuels,,,,0,[2855],Refinaria Riograndense
3258,Liquid Wind and Turun Seudun Energiantuotanto Oy MoU (Naantali),FIN,2029.0,,Concept,Other Electrolysis,MeOH,,100 kt MeOH (production),193.74022828349928,43053.384062999845,[2856],Naantali
3259,Toqlukuti’k Wind & Hydrogen,CAN,,,Concept,Other Electrolysis,Ammonia,,,0,0,[2857][2858],Random location on Newfoundland & Labrador
3260,Cadiz-RIC Energy MoU,USA,,,Concept,Other Electrolysis,H2,,50t H2/day (production),351.12359550561797,78027.46566791511,[2859],Cadiz Ranch
3261,"Hygenco Gopalpur GNH3 Plant, phase 3",IND,,,Concept,ALK,Ammonia,,730 t NH3/day capacity,283.09076439564586,61541.47052079258,[2860][3200],Port of Gopalpur 
3262,Minh Thachg green hydrogen and ammonia plant,VNM,,,Concept,ALK,Ammonia,,"45,000 to 55,000 tH2/ yr production",590.0159047765636,128264.32712533991,[2867],Hoa Tam industrial park
3263,Texla and Renewco renewable hydrogen production plant,ESP,2028.0,,Concept,Other Electrolysis,H2,,60 MW capacity,60,13333.333333333334,[2869],Cadiz 
3264,Sonatrach and Tosyali green hydrogen for steel in Algeria MoU,DZA,,,Concept,Other Electrolysis,H2,,,,0,[2870],Bethioua
3265,MoU Sembcorp - Odisha,IND,,,Concept,Other Electrolysis,H2,,"720,000 mtH2/ y capacity",4155.764198861013,923503.1553024474,[2875],Random location at Odisha
3266,VNG - HyCC Green H2 plant,DEU,2029.0,,Concept,Other Electrolysis,H2,,500 MW,500,111111.11111111112,[2877],Lutherstadt Wittenberg
3267,Eneos MCH project,AUS,2026.0,,DEMO,Other Electrolysis,LOHC,,680 KgH2/ day production - 5MW,5,1111.111111111111,[2878],Port of Brisbane
3268,SEFE - Eletrobras green H2 project,BRA,,,Concept,Other Electrolysis,Various,,"200,000 mtH2/ y production",2308.7578882561183,513057.30850135966,[2879],Random location in Brazil
3270,Ninh Thuan green H2 plant project ,VNM,,,Concept,Other Electrolysis,H2,,"100,000 to 500,000 tH2/ y production",3463.136832384177,769585.9627520394,[2881],Ninh Thuan
3271,Arteixo H2V - Galicia H2 production plant (Acciona Plug),ESP,2028.0,,Feasibility study,PEM,H2,,"10 MW, 2x5 MW capacity",10,4444,[2882],"Arteixo,  A Coruña"
3272,Queensland renewable hydrogen hub,AUS,,,FID/Construction,Other Electrolysis,H2,,300 tH2/ y production,,0,[2883],Port of Brisbane
3273,Velocy e-Alto,GBR,,,Concept,Other Electrolysis,Synfuels,,,,0,[2885][2886],Random location in the UK
3274,Zero Petroleum PMZ.2,GBR,2026.0,,Feasibility study,Other Electrolysis,Synfuels,,6.1 kt synfuel/y capacity,23.163524865727503,5147.449970161668,[2884][2886],Bicester
3276,Worley - Green H2 methanol in Tasmania,AUS,2028.0,,Feasibility study,Other Electrolysis,MeOH,,"200,000 t MeOh (production)",441.72772048637836,98161.71566363964,[2889][3081],Random location in Tasmania
3277,Renewable H2 hub in Tasmania ,AUS,2028.0,,Feasibility study,Other Electrolysis,H2,,"45,000 tH2/ y (production)",,0,[2891],
3279,Gowy  green H2 project in England,GBR,2028.0,,Feasibility study,Other Electrolysis,H2,,40 MW,40,8888.888888888889,[2893],Ellesmere Port in Cheshire
3282,ASG  MoU for green and white H2 in Gabon,GAB,,,Concept,Other Electrolysis,H2,,200 MW,200,44444.444444444445,[2897],Moanda
3283,"Eurowind energy green H2 porject - extremadura, Spain",ESP,2029.0,,Feasibility study,Other Electrolysis,H2,,20 MW,20,4444.444444444444,[2898],Extremadura
3285,PowerChina green H2 project by floating solar in Malaysia,MYS,,,Concept,Other Electrolysis,H2,,6000 tH2/ y (production),115.43789441280592,25652.865425067983,[2900][2941],Randon Location in Perak
3288,United Solar Polysilicon (FZC) SPC,OMN,2025.0,,FID/Construction,ALK,H2,,20 MW,0,0,[2905][2906],Sohar
3289,TES - ZEG green H2 pilot plan in Germany,DEU,,,Feasibility study,Other Electrolysis,CH4,,1 to 25 tH2/ d  production,54.7752808988764,12172.284644194757,[2907],Random Location in Germany
3290,Great Falls expansion (MAXSAF) - Calumet & Montana Renewables,USA,2026.0,,Feasibility study,Other Electrolysis,H2,,10000 bpd of SAF,100.06146910112356,22235.882022471906,[2908],Great Falls
3291,Forest Biomass to Carbon-Negative Biofuels - Redding Rancheria,USA,,,Concept,Biomass,H2,,"300,000 kgH2/d (production)",,156054.93133583022,[2909],Redding Rancheria CA
3292,StormFisher hydrogen - houston,USA,,,Feasibility study,Other Electrolysis,CH4,,200MW - 50kt CH4/y,200,44444.444444444445,[2910][3019],Random Location in Houston
3297,"BLUE MED plan- EPHYRA Project, phase 2",GRC,,,Feasibility study,ALK,H2,1,50 MW,20,4347.826086956522,[2914][2915],Agioi Theodori refinery
3298,Verso Energy SAF Oulu project,FIN,,,Feasibility study,Other Electrolysis,Synfuels,,80 kt SAF/y cpacity,303.7839326652787,67507.54059228416,[2917],Oulu
3299,HyLion,GBR,2028.0,,Feasibility study,ALK,MeOH,,80 MW,80,17391.304347826088,[2918][2919],Lockerbie
3300,"Landus-Talus green ammonia project, Boone (Iowa)",USA,2025.0,,Operational,Other Electrolysis,Ammonia,,20 t NH3/d (capacity),7.587304584755249,1686.0676855011666,[2920][2921],Boone (Iowa)
3301,PASH Global MoU green H2 and ammonia production in Egypt,EGY,2035.0,,Concept,Other Electrolysis,Ammonia,,,0,0,[2923],Suez Canal Economic Zone
3302,Norsk-e project to produce synfuels in Norway,NOR,2030.0,,Feasibility study,Other Electrolysis,Synfuels,,50 million liters synfuel/ y (production),236.44453040572756,52543.228979050575,[2924][2943],Mosjoen
3303,H2 Hub Port Bonython in South Australia,AUS,,,Feasibility study,Other Electrolysis,H2,,250 MW (capacity),0,0,[2925], Port Bonython
3304,Brazil MoU Begreen to develop green H2 projects,BRA,2027.0,,Concept,Other Electrolysis,Ammonia,,8000 tNh3/ y (production),,0,[2926},Random Location in Rio Grande do Sul
3305,Infener H2 hub in Baden-Württemberg,DEU,2030.0,,Concept,Other Electrolysis,H2,,20 MW ,20,2222222.2222222225,[2927],Baden-Württemberg
3307,CNX - H2 and and SAF faciliy in PIT,USA,,,Concept,Other Electrolysis,Various,,60000 tH2/y or 70 million gallons synfuels / y or both at lower volumes (production),865.7842080960443,192396.49068800986,[2930],Pittsburgh International Airport (PIT).
3308,Green Ammonia Ambition 2032 ,MAR,2032.0,,Concept,Other Electrolysis,Ammonia,,2 Mt NH3/y production,2078.713584864452,461936.3521921005,[1952][2928][2929],Tarfaya
3309,Hy.klettwiz in Germany,DEU,2035.0,,FID/Construction,PEM,H2,,2.026 tH2/ y (production),23.087578882561182,5130.573085013596,[2931],Random location in Shipkau
3311,"Orlen Hydrigen Hub in Włocławek, phase 1",POL,2024.0,,Operational,Other Electrolysis,H2,,170 kg H2/h,15.079834417504436,3351.074315000986,[2932][2933][3174],Włocławek
3312,"Orlen Hydrigen Hub in Włocławek, phase 2",POL,,,Concept,Other Electrolysis,H2,,510 kg H2/h,30.159668835008873,6702.148630001972,[2932][2933],Włocławek
3313,Orlen hydrogen plant in Szczecin,POL,,,Feasibility study,Other Electrolysis,H2,,,0,0,[2934],Szczecin
3314,Ohmium clean ammonia project in Texas,USA,,,Concept,Other Electrolysis,Ammonia,,1.4 MtNH3/ y (production),2552.806156851082,567290.2570780183,[2935],Randon Location in Texas
3315,Inefer renewable H2 project in Germany,DEU,2026.0,,Concept,Other Electrolysis,H2,,20 MW (capacity),20,4444.444444444444,[2936],Gengenbach
3316,Nordic Electrofuel e-SAF in Midle East ,SAU,2029.0,,Concept,Other Electrolysis,Synfuels,,350 million liters SAF/ y (production),1655.1117128400927,367802.60285335395,[2938],Jubail
3318,DH2 Energy Hysencia Plant in Aragon,ESP,,,Feasibility study,Other Electrolysis,H2,,35 MW (capacity),35,7777.777777777778,[2940],Aragon
3319,Norsk-e project to produce synfuels in Sweden,SWE,2032.0,,Concept,Other Electrolysis,Synfuels,,100 million litres of synfuel/ y (production),472.8890608114551,105086.45795810115,[2943],Ange
3321,Messer hydrogen plant in Düren ,DEU,2025.0,,FID/Construction,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2946],Düren
3323,Gaucho Wind to H2 and green ammonia ,ARG,,,Concept,Other Electrolysis,Ammonia,,3000 MW (capacity),3000,666666.6666666667,[2950],"Santa Cruz, ARG"
3324,CMMZE green H2 production in the MENA Region Hub,ARE,2027.0,,Concept,Other Electrolysis,H2,,"180,000 tH2/ y (production)",,0,[2951],Random Location in ARE 
3325,Sarawak green Rembus H2 plant in Malaysia ,MYS,2026.0,,Feasibility study,Other Electrolysis,H2,,150 kgH2/ d (capacity),0.31601123595505615,70.2247191011236,[2952][3012],Samarahan
3326,TotalEnergies - Air Liquide JV for electrolyser near Zeeland Refinery,NLD,2029.0,,Feasibility study,PEM,H2,1,250MW,250,48076.92307692308,[2953][2954],Zeeland Refinery 
3327,"H2APEX Lubmin, phase 2",DEU,,,Concept,Other Electrolysis,H2,,600MW,500,111111.11111111112,[2955],Lubmin
3328,H2APEX H2ERO,DEU,2027.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2957],Laage
3329,Q energy green H2 in Burgundy,FRA,2028.0,,Concept,Other Electrolysis,H2,,5 MW (capacity),5,1111.111111111111,[2958],Burgundy
3330,Lhyfe plant in Croixrault,FRA,2025.0,,FID/Construction,Other Electrolysis,H2,,5MW,5,1111.111111111111,[2959],Croixrault
3331,DEZiR project,FRA,2029.0,,Feasibility study,Other Electrolysis,Synfuels,,81 kt SAF/y cpacity,307.5812318235947,68351.38484968772,[2961],Petit-Couronne
3332,Enova Norway H2 hub,NOR,2030.0,,Feasibility study,Other Electrolysis,H2,,120 MW,0,0,[2962],
3333,"SGP BioEnergy biorefiney, phase 2",PAN,2029.0,,Feasibility study,Other Electrolysis,H2,,135 kt H2/y (production),1558.4115745728795,346313.6832384177,[1825] [2589][2963],Balboa
3334,"SGP BioEnergy biorefiney, phase 3",PAN,2031.0,,Feasibility study,Other Electrolysis,H2,,135 kt H2/y (production),1558.4115745728795,346313.6832384177,[1825] [2589][2963],Balboa
3335,Green H2 plant In Port of  Pecem,BRA,,,Concept,Other Electrolysis,H2,,"400,000 tH2/y (production)",4617.515776512237,1026114.6170027193,[2964],Port of Pecem
3336,Elof Hansson Green H2 facillity in Erongo,NAM,,,Concept,Other Electrolysis,Ammonia,,"430,000 tNH3/y (production)",893.8468414917144,198632.63144260322,[2965],Randome location in Erongo 
3338,ARCHES (Aberdeen City Hydrogen Energy Storage) project,GBR,2017.0,,Operational,Other Electrolysis,H2,,0.25 MW ,0.25,55.55555555555556,[2966],Aberdeen
3339,Binn EcoPark H2 project in Glenfard,GBR,2026.0,,Concept,Other Electrolysis,H2,,15 MW,15,3333.3333333333335,[2966],"Binn Farm, Glenfarg"
3340,GeoPura Carcroft,GBR,2024.0,,Operational,Other Electrolysis,H2,,1MW,1,222.22222222222223,[2966],"Candroft, Doncaster"
3341,GeoPura Low Marnham,GBR,2024.0,,Operational,Other Electrolysis,H2,,0.25 MW,0.25,55.55555555555556,[2966],"Low Marnham, Newark"
3342,Mannok Green H2 Valley ,GBR,2025.0,,FID/Construction,Other Electrolysis,H2,,5 MW,5,1111.111111111111,[2966],Enniskillen
3343,Outer Hebrides Local Energy Hub (OHLEH),GBR,,,DEMO,Other Electrolysis,H2,,150 kW,0.15,33.333333333333336,[2966],Random location in Grimshader
3344,Samlesbury Net Zero H2 production Facility,GBR,2026.0,,Feasibility study,Other Electrolysis,H2,,,,0,[2966],Samleasbury
3345,Green H2 based Ammonia plant in Oman,OMN,2027.0,,Concept,Other Electrolysis,Ammonia,,2000 MW,2000,444444.4444444445,[2970],Drandom Location in Duqm
3346,Artln Green H2 production project,USA,,,Concept,Other Electrolysis,H2,,876 Mw ,876,194666.6666666667,[2971],Random Location in USA
3348,San Antonio Port H2 Project,CHL,,,Concept,Other Electrolysis,H2,,,0,0,,San Antonio Port
3351,Universal Kraft As Pontes de Garcia Rodriguez project,ESP,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,120 MW,120,26666.666666666668,[2973],As Pontes de Garcia Rodriguez
3352,Tarfaya Green Ammonia TGA,MAR,2028.0,,Feasibility study,ALK,Ammonia,,1 Mt NH3/y production - 1650MW,1650,358695.652173913,[3036],Tarfaya
3353,"HyDeer, phase 2",NLD,,,Concept,Other Electrolysis,H2,,85MW,85,18888.88888888889,[2974],Lelystad
3354,CPW Golfo San Jorge H2 production plant,ARG,2040.0,,Concept,Other Electrolysis,H2,,6200MW,6200,1377777.777777778,[3209],Golfo San Jorge
3355,CIC South Australia Billa Kalina H2 production plant,AUS,2030.0,,Concept,Other Electrolysis,H2,,250MW,250,55555.55555555556,[3067],Billa Kalina
3356,Countrywide Wesley Vale H2 production plant,AUS,2026.0,,Concept,Other Electrolysis,H2,,5MW,5,1111.111111111111,[3210],Wesley Vale 
3357,Countrywide Western Junction H2 production plant,AUS,2026.0,,Concept,PEM,H2,,5MW,5,961.5384615384615,[3211],Western Junction
3358,CWP Dubbo Firming H2 production Electrolysis project,AUS,2026.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[3212],Dubbo
3359,Port of Newcastle Phase II,AUS,,,Concept,Other Electrolysis,Ammonia,,100MW,710,157777.77777777778,[3214],Port of Newcastle
3360,Iron Road Hardy H2 production phase I,AUS,2028.0,,Concept,Other Electrolysis,H2,,5000MW,5000,1111111.1111111112,[3213],Cape Hardy
3361,Iron Road Hardy H2 production phase II,AUS,2028.0,,Concept,Other Electrolysis,Various,,5000MW,5000,1111111.1111111112,[3213],Cape Hardy
3362,Great Southern Project Phase II,AUS,,,Feasibility study,Other Electrolysis,H2,,3.8MW,3.8,844.4444444444445,[1519],George Town 
3363,Hunter Valley hydrogen hub Phase II,AUS,2036.0,,Concept,Other Electrolysis,Ammonia,,945MW,945,210000.00000000003,[1275] [2134] [2519],Randon location in Hunter Valley
